Question_ID,Baseline_Correct,Baseline_Latency,Baseline_Cost,MoA4_Correct,MoA4_Latency,MoA4_Cost
83,1,7.209665298461914,0.002936,1,20.58635449409485,0.008568
84,1,6.166125297546387,0.0024900000000000005,1,18.790310382843018,0.008818
85,1,4.2263243198394775,0.0016259999999999998,1,17.849761247634888,0.008576
86,1,6.5540947914123535,0.002762,1,27.621912002563477,0.012456000000000002
87,1,5.0640869140625,0.002146,1,15.356009006500244,0.006666
88,1,3.7009551525115967,0.001288,1,18.911978483200073,0.007272000000000001
89,1,8.494844675064087,0.002938,1,14.279826879501343,0.006026
90,1,2.3424134254455566,0.0010600000000000002,1,14.346618890762329,0.006276
91,1,10.694041013717651,0.002956,1,24.950757265090942,0.009940000000000001
92,1,5.918942451477051,0.0024660000000000003,1,30.589984893798828,0.0125
93,1,22.64328932762146,0.00881,1,40.19271159172058,0.018444000000000002
94,1,4.72975754737854,0.0017820000000000002,1,14.355583190917969,0.006586
95,1,14.558953046798706,0.00659,1,38.178539752960205,0.017142
96,1,2.883998155593872,0.001302,1,12.568652391433716,0.005482000000000001
97,1,4.3713698387146,0.00193,1,15.191811561584473,0.0070680000000000005
98,1,8.432512283325195,0.003416,1,18.086220026016235,0.00839
99,1,23.16317629814148,0.008036,1,32.109222173690796,0.012138
